show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80182115,Movie,Long Shot,Jacob LaMendola,,United States,"September 29, 2017",2017,TV-14,40 min,Documentaries,"When Juan Catalan is arrested for a murder he didn't commit, he builds his case for innocence around raw footage from a popular TV show. A documentary."
80163293,TV Show,Mak Cun,,"Erma Fatima, Rahim Razali, Umie Aida, Nora Danish",,"September 29, 2017",2015,TV-PG,1 Season,"International TV Shows, TV Comedies, TV Dramas",A woman with an entrepreneurial spirit takes life into her own hands by starting a beauty cream business that inspires other women to take chances.
80104068,Movie,Our Souls at Night,Ritesh Batra,"Robert Redford, Jane Fonda, Bruce Dern, Matthias Schoenaerts, Iain Armitage, Judy Greer, Phyllis Somerville",United States,"September 29, 2017",2017,TV-14,103 min,"Dramas, Romantic Movies","After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom."
80119349,Movie,Out of Thin Air,Dylan Howitt,,,"September 29, 2017",2017,TV-14,85 min,"Documentaries, International Movies","Picking up 40 years after six were convicted for two strange murders in Iceland, this chilling documentary proves confessions can’t always be trusted."
80199032,TV Show,Paul Hollywood's Big Continental Road Trip,,Paul Hollywood,United Kingdom,"September 29, 2017",2017,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows","Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany."
80180449,TV Show,Satu Hari,,"Sara Ali, Remy Ishak, Rita Rudaini, Mirza Salihovic, Hafizul Kamal, Miller Khan",,"September 29, 2017",2014,TV-14,1 Season,"International TV Shows, TV Dramas","A man haunted by his wife's affair moves to Sarajevo and starts to love again, until fate forces him to choose between his new life and old loyalty."
80019931,Movie,"Monster High: Boo York, Boo York",William Lau,"Karen Strassman, Celeste Henderson, Wendee Lee, TJ Smith, America Young, Rachel Staman, Laura Bailey",United States,"September 29, 2015",2015,TV-Y7,72 min,"Children & Family Movies, Music & Musicals",Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.
81053893,Movie,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Mana Yasuda,,,"September 28, 2019",2019,TV-G,45 min,"Documentaries, International Movies",An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.
80200087,Movie,Domino,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani","Denmark, France, Italy, Belgium, Netherlands","September 28, 2019",2019,R,89 min,"International Movies, Thrillers","A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage."
81053892,Movie,TUNA GIRL,Mana Yasuda,"Fuka Koshiba, Tom Fujita, Hidetoshi Hoshida, Hiroto Kanai, Ryosuke Yusa, Shuri Tanaka, Chal Inoue, Takashi Taniguchi, Takeshi Masu",,"September 28, 2019",2019,TV-PG,90 min,"Dramas, International Movies",A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.
81002850,Movie,5CM,Rizal Mantovani,"Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya",Indonesia,"September 28, 2018",2012,TV-14,126 min,"Dramas, International Movies","Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship."
81004470,Movie,Animal World,Han Yan,"Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke",China,"September 28, 2018",2018,TV-MA,130 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host."
80157072,Movie,Hold the Dark,Jeremy Saulnier,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie",United States,"September 28, 2018",2018,TV-MA,126 min,"Action & Adventure, Dramas","In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery."
81001809,Movie,Lessons from a School Shooting: Notes from Dunblane,Kim A. Snyder,,United States,"September 28, 2018",2018,TV-PG,24 min,Documentaries,"Two priests – one from Dunblane, Scotland, the other from Newtown, Connecticut – bond over school tragedies that occurred 16 years apart."
80201933,TV Show,Made in Mexico,,,United States,"September 28, 2018",2018,TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows","These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles."
81002864,Movie,Single,Raditya Dika,"Raditya Dika, Annisa Rawles, Chandra Liow, Pandji Pragiwaksono, Babe Cabita, Elvira Devinamira, Tinna Harahap, Pevita Pearce, Rinna Hassim, Dede Yusuf, Dewi Hughes",Indonesia,"September 28, 2018",2015,TV-PG,127 min,"Comedies, International Movies, Romantic Movies","Unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother."
81016750,Movie,The 3rd Eye,Rocky Soraya,"Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello, Epy Kusnandar, Anita Hara, Derry Drajat, Voke Victoria, Shofia Shireen, Afdhal Yusman",Indonesia,"September 28, 2018",2018,TV-MA,108 min,"Horror Movies, International Movies","When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home."
81002866,Movie,The Sinking Of Van Der Wijck,Sunil Soraya,"Herjunot Ali, Pevita Pearce, Reza Rahadian, Randy Nidji, Gesya Shandy, Kevin Andrean, Arzetti Bilbina",Indonesia,"September 28, 2018",2013,TV-14,163 min,"Dramas, International Movies, Romantic Movies","When a young man leaves home to fulfill the wishes of his late father, he meets and falls in love with a woman from a very different background."
80992039,Movie,Two Catalonias,"Álvaro Longoria, Gerardo Olivares",,Spain,"September 28, 2018",2018,TV-MA,117 min,"Documentaries, International Movies",Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.
80126507,Movie,Bobby Sands: 66 Days,Brendan Byrne,,"Ireland, United Kingdom","September 28, 2017",2016,TV-14,106 min,Documentaries,"In 1981, an imprisoned Irish Republican Army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon."
80225885,TV Show,Bard of Blood,,"Emraan Hashmi, Viineet Kumar, Sobhita Dhulipala, Jaideep Ahlawat, Kirti Kulhari, Sohum Shah, Rajit Kapoor, Danish Hussain",India,"September 27, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission."
81132443,Movie,Deliha 2,Gupse Özay,"Gupse Özay, Eda Ece, Aksel Bonfil, Derya Alabora, Esin Eden, Hülya Duyar, Ali Çelik, Mert Öner",Turkey,"September 27, 2019",2018,TV-PG,102 min,"Comedies, International Movies","While chasing her dream of becoming a chef, Zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways."
80218107,TV Show,Dragons: Rescue Riders,,"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin",,"September 27, 2019",2019,TV-Y,1 Season,"Kids' TV, TV Comedies","Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way."
80231903,Movie,In the Shadow of the Moon,Jim Mickle,"Boyd Holbrook, Michael C. Hall, Cleopatra Coleman, Bokeem Woodbine, Rudi Dharmalingam, Rachel Keller",United States,"September 27, 2019",2019,TV-MA,116 min,"Dramas, Sci-Fi & Fantasy, Thrillers",A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.
80220715,TV Show,Skylines,,"Edin Hasanovic, Peri Baumeister, Murathan Muslu, Erdal Yıldız, Richy Müller, Anna Herrmann, Sahin Eryilmaz, Lisa Maria Potthoff, Carol Schuler, Dustin Jérôme Schanz, Nimo, Christopher Schärf, Slavko Popadic",,"September 27, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A hip-hop producer gets hurled into the violent world of organized crime when the record label he signs to becomes the center of a deadly drug business.
81171121,Movie,Sturgill Simpson Presents Sound & Fury,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",,United States,"September 27, 2019",2019,TV-MA,42 min,"Anime Features, Music & Musicals, Sci-Fi & Fantasy","In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents."
80241248,TV Show,The Politician,,"Ben Platt, Gwyneth Paltrow, Jessica Lange, Zoey Deutch, Lucy Boynton, Bob Balaban, David Corenswet, Julia Schlaepfer, Laura Dreyfuss, Theo Germaine, Rahne Jones, Benjamin Barrett",United States,"September 27, 2019",2019,TV-14,1 Season,"TV Comedies, TV Dramas, Teen TV Shows",Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.
81012295,Movie,Weeds on Fire,Chi Fat Chan,"Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb",Hong Kong,"September 27, 2018",2016,TV-14,95 min,"Dramas, Independent Movies, International Movies","In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league."
80060037,Movie,Much Loved,Nabil Ayouch,"Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara El Mhamdi Elaaloui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Camélia Montassere","France, Morocco","September 27, 2017",2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies",Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.
60003155,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez","Ben Affleck, Mark Hamill, Richard Herd, Maureen McGovern, Jodi Benson, Judith Light, James Eckhouse, Richard McGonagle, David Campbell, Steven Weber, Dan Castellaneta, Rene Auberjonois, Ken Hudson Campbell, Tom Virtue, Jeff Bennett",United States,"September 27, 2011",2000,TV-PG,75 min,"Children & Family Movies, Dramas, Faith & Spirituality","With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story."
81177238,Movie,Malaal,Mangesh Hadawale,"Meezaan Jaffrey, Sharmin Segal, Chinmaya Surve, Anil Gawas, Sonal Jha, Sanjay Gurbaxani, Sameer Dharmadhikari, Deepak Damle",India,"September 26, 2019",2019,TV-14,133 min,"International Movies, Romantic Movies","Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl."
70270775,Movie,The Grandmaster,Wong Kar Wai,"Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung","Hong Kong, China","September 26, 2019",2013,PG-13,108 min,"Action & Adventure, Dramas, International Movies","As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village."
81025403,TV Show,The Inmate,,"Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar, Mariana Seoane, Guy Ecker, Isabella Castillo, Bradley Stryker, Gustavo Sánchez Parra, Leonardo Ortizgris, Alejandro Calva, Rodrigo Oviedo, Ramón Medína, Erik Hayser, Tiaré Scanda",Mexico,"September 26, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.
80215923,Movie,The Hurricane Heist,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler",United States,"September 26, 2018",2018,PG-13,103 min,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.
80151483,Movie,Def Comedy Jam 25,Louis J. Horvitz,"Dave Chappelle, Steve Harvey, Cedric the Entertainer, Martin Lawrence, Tiffany Haddish, Katt Williams, Craig Robinson, D.L. Hughley, Eddie Griffin, J.B. Smoove, Joe Torry, Kid Capri, Mike Epps, Sheryl Underwood, Tracy Morgan, Deon Cole",United States,"September 26, 2017",2017,TV-MA,82 min,Stand-Up Comedy,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam."""
80173625,Movie,Restless Creature: Wendy Whelan,"Linda Saffire, Adam Schlesinger","Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett",United States,"September 26, 2017",2016,TV-MA,94 min,Documentaries,"After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life."
80005444,Movie,Print the Legend,"Luis Lopez, Clay Tweel",,United States,"September 26, 2014",2014,TV-14,100 min,Documentaries,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution."
80244682,Movie,Birders,Otilia Portillo Padua,,"United States, Mexico","September 25, 2019",2019,TV-G,38 min,"Documentaries, International Movies",Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.
81075519,Movie,Furie,Le Van Kiet,"Ngo Thanh Van, Phan Thanh Nhien, Mai Cat Vi, Thanh Hoa, Pham Anh Khoa",Vietnam,"September 25, 2019",2019,TV-MA,97 min,"Action & Adventure, Dramas, International Movies","When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors."
